Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
East Asia & Pacific,EAS,,2.772878718,3.687326414,4.448801995,4.376052495,2.373706361,2.579599493,2.642008398,2.780480142,2.906946831,2.916164612,3.122788727,2.783349126,2.975742366,3.12526254,2.389484689,2.437784636,2.291435742,3.059995507,3.875735166,3.858595628,3.945487157,4.024747691,3.636862053,3.549151848,3.520128579,3.570055617,3.642826048,3.619223916,3.557931719,3.492572792,3.527560034,3.399948312,3.33884978,3.317163315,3.273046322,3.245192688,3.162961235,3.110505765,2.995152782,2.952978702,3.313952671,3.413820939,3.303756212,3.213894228,3.134406221,3.014810991,2.932483944,2.887751487,2.787139098,2.726372802,2.528361412,2.517500389,2.459721245,2.398035472,2.324555303,2.280163037,2.243464216,2.088091948,1.946262888,1.767556492,1.52460286,1.438881454,1.420788599,
Europe & Central Asia (excluding high income),ECA,,3.808804854,3.699161507,3.632858524,3.568547091,3.512208613,3.544854298,3.533501682,3.460730066,3.392270855,3.168109774,3.038834124,2.970976812,2.872605366,2.795988998,2.636407482,2.543390668,2.508597179,2.459435457,2.275424159,2.195922311,2.604149017,2.78155702,2.844406742,2.851880367,2.745049357,2.567243253,2.467001074,2.407463618,2.186550783,1.858272057,1.349467337,1.205571856,0.979970429,0.735114762,0.639886626,0.673454389,0.584593236,0.568650201,0.660535219,0.843474165,0.867226181,0.939960946,0.990127483,1.000362844,0.970966799,1.019670701,0.773708704,1.219706069,1.309713238,1.344963053,1.283360083,1.21055784,1.252867874,1.271743218,1.261197457,1.273521961,1.229881474,1.238175886,1.28072747,1.083381099,0.976934094,-0.25560082,-0.431758131,
Europe & Central Asia,ECS,,2.106978136,2.101613543,2.133069963,2.111242637,2.068598204,1.918613171,1.867787826,1.790123533,1.714708194,1.591307272,1.555946589,1.603739341,1.537495559,1.472792791,1.377238864,1.326560371,1.316374718,1.307018157,1.226436441,1.17118646,1.173396119,1.05184173,1.018527745,1.023000339,1.015401754,1.018729762,1.055792679,1.055352497,0.926573741,0.737488172,0.654488757,0.573277661,0.492538565,0.414614252,0.365673492,0.332378577,0.300236154,0.291232977,0.309199058,0.321509592,0.361669502,0.476329669,0.562934446,0.593725054,0.591005785,0.599968211,0.589507228,0.70549197,0.684229356,0.645768541,0.47477053,0.640693942,0.703398506,0.718008933,0.710199752,0.711314984,0.66111983,0.652206832,0.615483328,0.527349226,0.297625633,0.366064859,0.278830913,
Ecuador,ECU,,4.543618375,4.567295524,4.434615315,4.358746885,4.37121086,4.382692475,4.380868748,4.380057546,4.356832953,4.339292622,4.308826295,4.281953459,4.242514453,4.254116663,5.007115129,4.939565999,4.866062443,4.803859745,4.737743128,4.687165933,4.625552294,4.563705703,4.331944005,4.175082593,4.100127822,3.99855609,3.895971491,3.801548949,3.713173595,3.64948118,3.27749738,3.029445241,2.939982762,2.836691496,2.791824837,2.764719862,2.714940391,2.66962499,2.624815902,2.573885175,2.55657004,2.271821402,2.087555183,2.074746465,2.049627369,2.0353549,2.025605038,2.02030422,2.018281802,1.988625702,1.898028748,1.809876842,1.714674505,1.647270184,1.647254375,1.672382564,1.74329316,1.952597527,1.94756182,1.462167107,1.077751124,1.120927734,1.215678564,
"Egypt, Arab Rep.",EGY,,3.657069956,3.547578712,3.538778336,3.506626742,3.445469993,3.399364022,3.371332338,3.345037253,3.311729176,3.245976547,3.177319798,3.163026072,3.156810778,3.160789687,3.20392631,3.179142738,2.719423221,2.491025842,2.53650371,2.645364695,2.72315241,2.789927606,2.964216646,3.047844271,3.01243497,2.895180261,2.598037061,2.476712254,2.417708018,2.624176552,2.450603774,2.082180107,1.999016864,1.844793102,1.796371028,1.76223034,2.018658456,2.292581795,2.338225881,2.270800204,2.231230915,2.211032659,2.202651291,2.171458853,2.129175701,2.059767072,1.899137964,1.820966919,1.844228233,1.871470716,2.060284087,2.119097361,2.181778131,2.150465103,1.972793408,1.910730968,1.934973124,1.894796031,1.815840116,1.748913613,1.675287318,1.730768171,1.99740459,
Euro area,EMU,,1.651896087,1.666966052,1.777917088,1.769675936,1.747891231,1.680553711,1.559687686,1.443938723,1.343174882,1.209394924,1.179692235,1.196073165,1.113690361,1.011053074,0.868446588,0.764040492,0.768414415,0.779874555,0.779069448,0.802529075,0.755289157,0.476160336,0.367756878,0.264217528,0.264285188,0.374996089,0.517055155,0.567033441,0.593989601,0.676292914,0.66156713,0.644599282,0.643334873,0.557218544,0.498005416,0.489366225,0.47450396,0.447852326,0.496594275,0.576724542,0.626432704,0.819392767,0.881085921,0.88089108,0.844845975,0.786212782,0.824501285,0.790262717,0.62652106,0.540467872,0.083913987,0.501596911,0.607046968,0.600533801,0.57135208,0.56457395,0.488176026,0.521246793,0.415888224,0.44153136,0.356645354,0.75227194,0.611847936,
Eritrea,ERI,,5.503654202,5.556206715,5.600901214,5.610771662,5.602075224,5.503425349,5.501213374,3.806142127,3.807731967,3.839464067,3.873386328,3.835873532,3.797673118,3.696859111,3.602373499,3.769068786,3.905113948,3.911979845,3.915139771,3.93176565,3.968682212,3.969587249,3.618117841,3.635001971,5.733891221,5.745227928,5.998978766,6.238508165,6.096372713,5.861318749,-2.168871587,-2.970470007,6.624784021,6.532979348,9.08457333,8.371350625,4.462038805,4.633218451,4.759588376,4.793024857,6.066302162,6.615332519,7.267509704,7.197650852,5.445824896,4.591771786,4.42802933,5.563773496,4.215054471,3.656297154,3.473719913,2.942062765,2.878206566,2.313496309,1.959993483,2.227091657,2.41185697,2.91913575,3.039321893,3.111755216,3.305333461,3.266404604,3.266624573,
Spain,ESP,,2.221732443,2.658666031,2.574163081,2.652538907,2.698041796,2.599398799,2.76578535,2.805542019,2.43970627,2.528923982,2.424189568,2.135478727,2.111097325,2.080038567,2.047566453,2.002489754,1.953211548,1.867316534,1.765443691,1.668086899,1.381800496,0.921931199,0.804979191,0.730694433,0.674117062,0.609563241,0.566472714,0.51559455,0.458058667,0.400878712,0.489150366,0.598270855,0.62693331,0.584376824,0.549522875,0.524558812,0.52572951,0.520340426,0.511705664,0.553405611,0.800225839,1.661162209,2.128067165,2.042762099,2.001757617,1.999208103,2.15770109,1.898446523,1.185377902,0.756607893,0.64938946,0.35558183,-0.035329486,-0.004941594,0.219325483,0.382971719,0.534737453,0.738481167,1.021035078,0.792144592,0.409754083,1.026976158,1.529844342,
Estonia,EST,,2.442545203,2.650251368,2.663502224,2.699767733,2.592787199,2.29150256,1.975559723,2.093490928,2.190413237,2.086533283,2.055198388,1.936171457,1.756592324,1.649653521,1.557794053,1.474758853,1.483477967,1.421774062,1.094411469,0.910830492,1.009853898,1.022597288,0.98746947,0.951685748,0.962773844,1.037056276,1.070678229,0.912005968,0.433215095,-0.191542944,-0.762198743,-2.086340062,-2.837130639,-2.403555928,-2.050996123,-1.744615,-1.409400099,-1.232687744,0.021619665,0.231832895,-0.818771347,-0.815565256,-0.811590354,-0.782094569,-0.756789977,-0.776088125,-0.642967542,-0.455241458,-0.380188579,-0.417258644,-0.493242835,-0.344754608,-0.138346707,-0.046678138,0.280631504,0.243716597,0.345466679,0.58496349,0.61944107,0.455068188,0.374238419,1.615684874,1.865830691,
Ethiopia,ETH,,5.763977624,5.832825249,5.868412926,5.92792722,5.967526166,5.887137215,5.902743984,4.718672541,4.693375093,4.708089018,4.670016553,4.617354106,4.591270531,4.512588212,4.376079696,4.451200114,3.836817254,3.610424982,3.400769342,2.453737945,4.41417385,5.776724363,4.689308814,4.507501934,4.764778322,4.910568794,5.357530875,5.850676221,5.774032431,5.629487149,6.261708373,6.124316557,5.433199488,5.385126632,4.861395356,4.586082441,4.482130223,4.422216739,4.39688808,4.345002291,4.294187928,4.3154761,4.283041466,4.253928915,4.222290054,4.196839763,4.285790227,5.309732248,5.233546012,5.225074899,5.217137365,5.172033014,4.977994572,4.934711941,4.922961178,4.937322481,4.93560474,4.90267171,4.891958701,4.90098076,4.856357361,4.79518759,4.76879732,
European Union,EUU,,1.756247815,1.749613421,1.847061129,1.851485509,1.800842162,1.719323072,1.629182572,1.516705333,1.416186925,1.274559823,1.256987642,1.322522429,1.258704119,1.19128409,1.088740509,0.992998182,0.983848971,0.970837254,0.931249719,0.922433133,0.83112529,0.597667109,0.50418843,0.420563941,0.414019964,0.491695567,0.597072048,0.624954467,0.571509821,0.58593502,0.56377746,0.51731187,0.512041317,0.451157886,0.390955161,0.363016371,0.342509578,0.321108233,0.358873791,0.340685377,0.395827476,0.551580137,0.669113325,0.68207171,0.661473546,0.627442616,0.642135125,0.624346416,0.524761343,0.427549132,0.091041523,0.406197143,0.492426632,0.492993666,0.475973369,0.478276303,0.429217735,0.457567068,0.376496477,0.376734495,0.098761174,0.608573513,0.529724602,
Fragile and conflict affected situations,FCS,,4.144958025,4.134224322,4.161083972,4.132192853,4.208491156,4.153745585,4.143600218,4.102766395,4.071927489,3.98144753,4.063346544,4.036478168,3.971469913,3.781207738,3.752829209,3.70342462,3.631015811,3.701347867,3.704927923,3.604321607,3.621794422,3.559419165,3.686177027,3.905561241,3.914265507,3.856661636,3.829598826,3.675909289,3.535427106,4.158438612,3.026327318,3.280047729,3.433287656,3.314901422,3.080641631,2.79408907,2.742228628,2.85420399,2.929218537,2.894889098,3.102794167,3.193217786,3.237644944,3.194946443,3.222191357,3.17522651,2.999928616,3.354494792,3.441080829,3.441000895,3.286356665,3.278185486,3.328731871,3.225046068,3.186734032,3.172925646,3.135024819,3.038281359,3.037242226,3.124709444,3.155031804,2.747905665,2.834703673,
Finland,FIN,,2.553252314,2.162181698,2.158891653,1.984052788,1.727592363,1.743272657,1.880096519,1.763403151,1.225048812,0.878678105,1.403644496,1.893230692,1.831217193,1.757639695,1.648176177,1.478309493,1.422765953,1.402986797,1.343600842,1.372090292,1.537065677,1.718628019,1.719485027,1.624056917,1.468620522,1.321038994,1.224755569,1.203820053,1.243015151,1.298781979,1.144107705,0.918226849,0.833929125,0.777430262,0.721897583,0.648659887,0.596105747,0.560873975,0.524180976,0.496415301,0.452527985,0.406146959,0.40197389,0.452371561,0.502793641,0.542867278,0.583073551,0.622924638,0.634201339,0.8653859,1.109674692,1.100086716,0.794913367,0.47228159,0.388059711,0.346086568,0.293287961,0.199422968,0.185101615,0.226703842,0.29963319,0.371193269,0.606513996,
Fiji,FJI,,4.937049838,4.98015719,5.005820596,4.967855638,4.892591058,4.720112652,3.783990469,3.339558085,3.218219642,3.095125693,2.965923423,2.824273311,2.669084519,2.558465902,2.558968021,2.736037765,2.61163379,2.76253701,2.784150181,2.780518129,2.781131472,2.793675527,2.805016693,2.811851479,2.775839822,2.519164065,3.179798853,2.990099097,2.878045703,2.766765066,2.649911038,2.539316241,2.42201309,2.315221994,2.234765627,2.342483507,2.001027462,2.071515869,1.985459668,1.909578816,1.842608494,1.798260389,1.75920325,1.728096123,1.701239294,1.685964873,1.614046485,1.5786696,1.420438747,1.338034474,1.25843088,1.180143697,1.110718422,1.079623346,1.044422544,0.989713166,0.869557054,0.731499424,0.639553914,0.879013593,1.048345084,1.138571433,1.340140265,
France,FRA,,2.202475479,2.40323776,2.896079162,2.897807318,2.723755994,2.572118678,2.459495195,2.028554402,1.406270491,1.48451416,1.509272385,1.437265299,1.357813163,1.205395416,0.854885362,0.521443883,0.564632426,0.551818014,0.545140181,0.630852591,0.689227533,0.464674619,0.640969343,0.59047979,0.601729207,0.612922498,0.644770293,0.679683068,0.698446768,0.690466474,0.735375647,0.729472868,0.664520115,0.603567669,0.590012887,0.584124884,0.580267308,0.592220169,0.776734891,1.025642277,1.06584083,1.058821827,1.035025435,1.05962967,1.072637927,1.016065701,0.933067464,0.875727966,0.832614175,0.815048832,0.80497904,0.808794763,0.84220457,0.801602267,0.683771062,0.592247249,0.618752779,0.687212829,0.661441007,0.653594576,0.686091869,0.655100354,0.65457759,
Faroe Islands,FRO,,4.737305347,4.809907268,4.82680453,4.842270936,4.90970588,4.268073111,2.526364372,2.444477838,2.395730699,2.489362372,2.775010976,2.850421535,2.80579528,2.7960815,2.760671385,2.702325364,2.669739389,1.354215256,1.035730295,1.017668166,1.007415927,0.975474382,0.85032672,0.778550645,0.971852726,0.652114588,0.956272229,1.113442262,0.998458975,0.075339889,1.191016903,1.942979521,0.50961426,-1.670865964,-0.262140967,2.111089622,2.774977422,2.06794556,1.62534325,2.663573585,4.187521089,3.741769461,3.263208677,2.096713677,1.302762559,0.864327509,0.570387713,0.831743537,0.980994922,0.201075823,0.160570058,-0.185682436,0.2408189,0.709045763,1.300099876,1.482014157,1.765118493,1.972524823,1.929795357,1.897744854,1.840379112,1.646936729,1.462391653,
"Micronesia, Fed. Sts.",FSM,,4.607047853,4.613140113,4.318821332,4.035283621,4.063339633,4.122094251,4.051626039,3.997806957,4.051021134,4.098734079,3.911019295,3.713098058,3.739043993,3.29158845,2.980430152,2.821707661,2.89062878,3.235113855,3.559754641,3.535131592,2.931688454,2.742077097,2.691357999,2.651452154,2.604280109,2.563109821,2.49905293,2.093435449,1.688252128,1.629513733,1.576935245,1.719755391,1.876780017,1.602117338,-0.868395692,-1.966222025,-2.088537166,-2.163893956,-2.180262334,-1.534983039,0.287367989,0.075695707,-0.147460322,-0.319578429,-0.461190687,-0.641170009,-0.800150489,-0.888858331,-0.930047006,-0.420317313,0.179162982,0.261916295,0.352295463,0.454077148,0.546281111,0.641040923,0.733970571,0.812816321,0.818188197,1.098955599,1.2230298,1.08539276,1.15352106,
Gabon,GAB,,6.372620247,7.892951427,7.850905693,7.80040331,7.735100052,7.686978816,7.627400015,7.568553544,7.707694386,7.799371854,8.379605908,8.166602056,7.969663413,7.82958874,7.691549706,7.570669673,7.417708698,7.27669436,7.115115608,6.956570823,6.788384444,5.06238602,5.014302442,4.964571864,4.896142388,4.836484481,4.77707387,4.930775781,4.823326793,4.714027918,4.605726571,4.500131401,4.390357268,3.875667476,3.7475935,3.671085697,3.621113644,3.593246488,3.572997515,3.575332078,3.583261632,3.596845792,3.614802698,3.653883234,3.724656499,3.809314675,3.887443204,3.954827895,4.031662897,4.127984623,4.198857776,4.205035277,4.12082617,3.924790939,3.646025758,3.364055637,3.12864468,2.978759721,2.88703772,2.779596144,2.672829908,2.592092429,2.522441371,
United Kingdom,GBR,,0.671184467,0.673704361,0.571825966,0.472118753,0.464013102,0.372529035,0.356869361,0.304763643,0.233466984,0.214756287,0.304787165,0.553029991,0.404128406,0.273546305,0.201334061,0.182433892,0.173736324,0.208985649,0.2929404,0.321044093,0.171068339,-0.098212658,-0.029582808,0.095812763,0.163188346,0.167807267,0.148791811,0.15817815,0.19638445,0.234964714,0.273408736,0.347213793,0.316469262,0.332530132,0.341153614,0.331173754,0.332766255,0.367838511,0.408505665,0.433615661,0.512040255,0.798501015,0.834359753,0.933797334,1.045133677,1.089795475,1.127189955,1.131869196,1.095105268,1.117771085,1.110599171,1.02214552,0.993032273,1.05628515,1.108747983,1.072051621,0.988958892,0.912161082,0.868230887,0.665362493,0.214393681,1.426350083,1.109901623,
Georgia,GEO,,2.709743746,2.642536048,2.585972397,2.515389716,2.40982755,2.226902633,2.054846586,1.971710269,1.986975555,1.9791605,2.010893202,1.971786577,1.830380143,1.809051325,1.672004263,1.646365596,1.596507631,1.492353237,1.523569288,1.494565111,1.464027338,1.488075966,1.516216336,1.4853352,1.504165474,1.509944308,1.443463185,1.604270089,0.387549849,-0.460359304,0.268281554,0.335584058,0.329551199,-1.982249472,-4.200641231,-4.078147119,-3.656280542,-2.925032556,-2.512077108,-2.401458557,-2.008223136,-0.815217755,0.063678781,0.112500652,0.089288047,0.150848035,0.192552046,0.403545544,-0.187640082,-0.033804079,-0.113096107,-0.05219008,0.375199997,0.718598583,0.822919001,0.734644622,0.692303719,0.647230647,0.520212544,0.767418224,0.322666414,0.812214346,0.790868645,
Ghana,GHA,,5.169664262,4.715337858,4.673762352,4.654157382,4.645417762,4.639891469,4.633835784,4.633256887,4.677478864,4.36205658,3.510400694,3.558850794,3.625730518,3.637469637,3.630216507,3.611042236,3.678467006,3.76332156,3.780476566,3.649304585,3.529029355,3.623151242,3.725933145,3.727547163,4.260955667,4.29149883,4.361095692,4.454648428,4.520180053,4.552734365,4.500568538,4.443873726,4.400376635,4.316204374,4.246227194,4.201557771,4.215474469,4.249900408,4.23093179,4.222903498,4.181258503,4.250010548,4.182062308,4.115409793,4.066289878,4.026829421,3.986561276,3.929354249,3.863758734,3.786963472,3.738891257,3.732417467,3.697209097,3.629049004,3.548013793,3.494589362,3.390041309,3.246829305,3.155317827,3.11759647,3.061939072,3.000915537,2.965861845,
Gibraltar,GIB,,0.15099177,1.474986463,2.473986022,2.439992543,2.386060266,2.342725411,2.309085791,2.225696207,2.09686974,1.948729067,1.438873745,0.994300219,0.901022018,0.788544924,0.703697299,0.65258322,0.588299531,0.51457485,0.452465653,0.349345333,0.226421764,0.086948966,-0.111308231,-0.31372028,-0.458403392,-0.647433648,-0.822349736,-0.918930217,-1.065318924,-1.256775273,-1.11650389,-0.074382628,0.71179955,0.622366626,0.505347494,0.40099208,0.345022042,0.246234192,0.151783485,0.061370735,-0.187840968,0.627164685,1.579214711,1.547697987,1.548114819,1.467085557,1.382572358,1.347278692,1.339101596,1.369420959,1.309868032,1.158768795,1.173270644,1.245032949,1.151423199,1.391175897,1.728979936,1.762733959,1.819575987,1.894931608,1.875970722,2.017069205,2.266132725,
Guinea,GIN,,6.085722742,6.085374688,6.08799242,6.087037165,6.083469484,6.087144801,6.087144874,6.084532442,6.044544268,5.964519827,5.871285687,5.771691869,5.672744182,5.601242938,5.518684506,5.458887846,5.403495568,5.400338015,5.431527912,5.501743779,5.56443737,5.65962466,4.670694338,3.264759117,3.387830235,3.505084576,3.6025685,3.644463527,3.616911095,4.477980129,5.01829892,4.207266377,4.050782356,4.003552673,3.793378423,3.825547842,2.997920328,2.778983428,3.133635899,2.852953692,2.196728469,2.440457625,3.12339151,3.017051702,2.872237196,2.961024782,3.180930315,3.280636187,3.298755756,3.315150772,3.328488617,3.30142687,3.287743994,3.319037429,3.403226738,3.470576192,3.491239377,3.508641169,3.552203012,3.573566489,3.555497119,3.560816917,3.562939324,
"Gambia, The",GMB,,4.344897532,4.350198961,5.298836519,8.86861543,8.798317035,8.726034998,8.700791946,8.693213857,8.618974476,8.569904784,8.52776377,8.499933706,7.986236525,6.094554004,6.089030593,6.150130021,6.215501747,6.276440343,6.33437787,6.39960697,6.390793355,6.426592551,6.617265667,7.011523186,7.060311853,7.082246609,7.085772377,7.088830448,7.078109436,7.071433007,7.0277451,6.841599588,6.263217798,5.325951829,5.051108354,4.937273455,4.845626632,4.783705348,4.721972315,4.651399935,4.584056401,4.529081485,4.43304341,4.171867737,4.198456057,4.247999614,4.275954101,4.262367733,4.234586237,4.21847033,4.212152155,4.216538346,4.17325525,4.061793384,3.923194624,3.786473804,3.655995299,3.524176665,3.429238254,3.414346899,3.385211351,3.311490476,3.267562992,
Guinea-Bissau,GNB,,1.920141697,2.254583485,1.909449584,0.082614453,-1.262195943,-0.349671932,1.433383032,2.661902563,1.647647775,1.541814248,1.369045939,1.121395124,2.098883577,4.455084405,7.00673296,7.477093068,7.674420416,7.549461002,5.38106736,7.12721018,7.454424005,7.3970113,7.321810216,7.239346702,7.134200626,7.05387412,6.964606397,6.891825362,6.804508523,6.693504948,7.067177528,5.627320711,4.3902924,4.180581578,3.603960282,3.157665906,2.971370014,2.923358995,2.953046424,3.05554843,3.166273228,3.236072016,3.29192943,3.32992148,3.359083251,3.423099201,3.494055316,3.521784631,3.532199263,3.574479382,3.614120566,3.642257937,3.640073776,3.602986929,3.543741258,3.480217619,3.400383622,3.335714296,3.298053877,3.241534259,3.187115816,3.188153532,3.184474859,
Equatorial Guinea,GNQ,,4.217432567,2.284846884,2.345458816,2.409786788,2.469545929,2.534690712,2.591096109,2.573691097,1.480233768,-0.19525502,-1.190137074,-1.734164564,-2.01475431,-2.116974932,-2.086700749,-2.080700916,-1.190931863,0.247160721,1.523026698,3.430410513,5.269440805,6.397898653,6.704348335,9.134723367,8.597786002,7.917536185,7.320773537,6.955903617,6.7592112,6.642921041,6.559159933,6.507898702,6.452188007,6.437126303,7.961915649,7.912717117,7.83170435,7.757692031,7.665025715,8.877236908,9.893098571,9.587599979,9.311256506,9.087224825,8.139490696,7.323048134,7.280919126,7.230343145,7.146099092,7.024370333,6.661061119,6.290438171,4.781420783,4.677016996,4.549274951,4.400701496,4.242872918,4.090739423,3.940094389,3.383098029,3.064215325,3.12155255,3.000593712,
Greece,GRC,,1.712917165,2.154787388,1.897365477,1.857680683,1.929168326,2.168266234,2.214987392,2.022160845,1.702698156,1.536949399,1.565686747,1.421494552,1.212089045,1.117421758,1.676375107,2.281061153,2.014855668,2.002383713,1.941710485,1.666674206,1.476099738,0.894228983,0.858721777,0.772972074,0.659513493,0.601246212,0.604112463,0.630817574,0.787357498,1.321212332,1.435158819,0.934038999,0.756746029,0.66752056,0.635109319,0.606925097,0.657865751,0.719920109,0.547519475,0.572820546,0.790435679,0.900026595,0.763851549,0.76716829,0.803596722,0.802744715,0.750673417,0.754959747,0.743552267,0.601864645,0.318901464,-0.078674761,-0.270332501,-0.218532603,-0.217128484,0.020056563,0.231212226,0.220496954,0.311210821,0.196455024,-0.812424227,-0.862125325,0.092186144,
Grenada,GRD,,1.961017288,1.700529997,1.455864163,1.195042112,0.917167162,0.666203332,0.549114723,0.616572281,0.730454118,0.747240915,0.45321577,0.344827928,0.146973774,-0.009374854,-0.150117307,-0.291495137,-0.415199389,-0.524603801,-0.63573005,-0.787531682,-0.31546783,0.504913517,0.747846247,0.729652371,0.78710815,0.852504109,0.910025781,0.947612777,0.974995195,0.989526398,1.059817606,1.516471886,1.476575756,1.443759385,1.414832686,1.389585382,1.378690766,1.376019985,1.373201981,1.372851087,1.114780943,0.367992798,0.425488928,0.385474981,0.358610199,0.347209371,0.335922523,0.319718316,0.306171344,0.28025241,0.423887931,0.647315662,0.704540531,0.684984453,0.639150626,0.603793647,0.521153478,0.516068521,0.591626317,0.69877527,0.724292648,0.665738027,0.66133525,
Greenland,GRL,,5.775105662,6.42283763,6.459086483,5.676334516,6.489905783,5.419730786,5.394398177,5.437184656,5.225307789,5.036904749,2.651698203,2.633791646,1.763203207,1.335675274,0.521726137,0.519018276,-0.151102266,0.113348099,1.318311743,1.70497664,2.071915206,1.463111811,1.633548376,1.617073296,1.405857732,1.019499085,1.560552159,1.728438091,1.341963318,0.966015812,0.238927196,-0.027019725,0.072036381,0.788994096,0.785032886,0.424413201,0.334720975,0.331413198,0.153263446,0.329813441,0.57185879,0.75814392,0.570743514,0.550483595,0.378032137,0.09534404,-0.014825326,-0.036013516,0.346884734,1.379795004,0.413571536,0.382947921,-0.165419168,-0.028976509,-0.020702648,0.423549977,0.261497272,0.014393371,0.631266059,0.515575355,0.763370214,0.265909385,0.601722737,
Guatemala,GTM,,5.028729295,5.005793915,4.951341637,4.689521985,3.793609761,3.754425811,3.708666081,3.65299437,3.571439162,3.510585993,3.471096418,3.4525559,3.457119531,3.391879619,3.29149575,3.010580123,3.045400454,3.310203413,3.341746247,3.365421845,3.34133157,3.123366078,3.269744032,3.62253821,3.641011858,3.585247555,3.560878574,3.601953538,3.606199183,3.591819132,3.494027221,3.438462118,3.443536976,3.434904629,3.41378329,3.353848697,3.31449556,3.313823766,3.265577245,3.121896163,3.035701381,3.027098027,2.930032778,2.864275695,2.799499556,2.746680138,2.735806093,2.680122084,2.611785694,2.601200715,2.607639791,2.603463698,2.586293795,2.54799432,2.509191911,2.53654279,2.533632356,2.40127094,2.271901577,2.240204705,2.166692297,2.208824169,2.356781334,
Guam,GUM,,4.673250104,4.697280377,4.613769227,4.515197516,4.418225432,4.299001557,4.153223578,4.023832321,3.918509353,5.75498159,10.46273718,9.319649708,8.201905553,7.207806616,6.287008849,5.518285096,4.876677403,4.31804462,3.927120632,3.390155168,2.196311699,2.166724878,2.085367974,2.01340638,1.964942111,1.926219118,1.895694936,1.867020411,1.848176511,1.821789376,2.052652737,1.915188372,1.839468035,1.775311077,1.727693413,1.651363613,1.580387607,1.539925823,1.534245145,1.31268977,0.898232626,0.717442554,0.613317181,0.517595096,0.44218036,0.390407635,0.360516743,0.357293834,0.387393534,0.306795761,0.107156535,-0.033155231,-0.127622663,-0.199417155,-0.262019234,-0.320608853,-0.366842763,-0.411637745,-0.453724826,0.299897115,1.04550607,0.961499736,0.878533071,
Guyana,GUY,,2.468921485,2.326908785,2.309539845,2.28718112,2.264070738,2.242410149,2.221583863,2.206082406,2.1949747,1.98256482,1.773122446,1.613744005,1.541168497,1.441116386,1.353512903,1.27931997,1.212082801,1.139301744,1.076082591,0.830243846,-0.033043847,-0.266443939,-0.403561075,-0.531192709,-0.643163732,-0.739027384,-0.82034055,-0.887258661,-0.936266112,-0.964496343,-0.575940544,-0.02856683,0.103346064,0.074723357,0.033946713,-0.024440472,-0.081058382,-0.128741569,-0.191605732,-0.260299491,-0.353762919,-0.416071571,-0.814686298,-0.951688207,-1.063754845,-1.122473125,-1.147778445,-1.172838699,-1.208034051,-1.25637488,-1.297740264,0.018273926,0.499208684,0.612244755,0.703765056,0.781471189,0.854878625,3.214441851,2.326466684,0.339933174,1.399369073,1.215794278,1.08898063,
High income,HIC,,2.150589174,2.157375626,2.147590435,2.126150526,2.061027741,1.891515778,1.844848969,1.796370193,1.757873487,1.714304003,1.788478967,1.596952666,1.540659281,1.503410763,1.446110007,1.325726975,1.303973078,1.304385959,1.296892481,1.242557802,1.249113788,1.132628123,1.064143186,1.024964789,1.017113053,1.057372385,1.100589959,1.090943845,1.044756078,0.933871972,1.047798166,1.041390702,0.96108327,0.915098468,0.880328062,0.859389664,0.828250543,0.807075354,0.778647249,0.761422005,0.907247888,0.972606423,0.956288911,0.965238327,0.94702979,0.975829929,1.03077646,1.044748807,0.940632999,0.748334934,0.660233063,0.781324947,0.820667044,0.780976587,0.840835646,0.815060085,0.655878254,0.541574184,0.543171654,0.688146435,0.063382226,0.686295029,0.800902995,
"Hong Kong SAR, China",HKG,,1.809952118,4.574727342,3.773131961,2.742841672,2.946096106,1.197416568,2.833444957,2.424383543,1.889643635,2.720249632,2.50917511,2.409962404,3.294990163,3.61737249,2.336348666,1.68118703,1.851403868,2.204562065,5.843579291,3.034776782,2.693057381,1.87444173,1.829502016,1.282371989,1.362021298,2.664897423,3.740450859,2.325363202,1.831248474,0.747269786,1.14526821,0.986784646,1.738771129,2.252030431,1.980132777,4.438607795,0.832512855,0.834808807,0.955125814,0.881594076,0.736962668,0.442846827,-0.197404126,0.779918562,0.436871406,0.642270483,0.859633272,0.598238787,0.215353334,0.734446396,0.672543292,1.103957997,0.401982536,0.702370951,0.851197911,0.619366345,0.768513878,0.800230597,0.739283471,-0.358932662,-0.911776749,-0.907914524,2.553524667,
