Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Bangladesh,BGD,,5.565439964,6.987648271,6.995622839,6.974468853,6.978531204,6.9466328,6.972616915,6.961097211,6.85555021,6.578716079,5.724404828,5.893606001,6.822079011,8.302516267,11.12763731,10.96648014,10.81334746,10.68109142,10.55627337,10.45298642,8.765439777,5.310956915,5.231240742,5.114704451,4.986336877,4.859568544,4.737830433,4.618434136,4.5142246,4.448241375,4.136918307,3.612470796,3.575341233,3.566045621,3.555141813,3.523821637,3.534355409,3.567336184,3.568394421,3.485769023,3.789190123,4.245608427,4.137544748,4.019678557,3.887272797,3.767803291,3.658558408,3.554301842,3.45771848,3.379526371,3.38243095,3.388163369,3.313626947,3.243204151,3.172708529,3.12624428,3.035919353,2.956502461,2.934632039,2.879197264,2.809260096,2.969449221,3.122401391,
Bulgaria,BGR,,5.392071899,5.195008239,5.00810535,4.892414567,4.672598595,3.833873961,3.274799138,3.294854828,3.280489316,3.105160057,2.556495951,2.430411551,2.435348074,2.539611719,2.311323051,2.094007732,2.048534073,1.611572626,1.59954306,1.836232009,1.13999467,1.092907053,1.037203503,1.010783391,0.76159886,0.604721481,0.679531993,0.640477407,-0.649279615,-1.287166619,-0.479518197,-0.567024807,-0.389884232,-0.002997727,-0.112909661,-0.184328579,-0.279961453,-0.341007759,-0.235410718,-0.171157651,-1.603863629,-1.654432119,-0.282796715,-0.249495596,-0.254448057,-0.267690119,-0.248678762,-0.220466621,-0.169290725,-0.188314948,-0.177597399,-0.116335429,-0.097544085,-0.108408405,-0.178845947,-0.244263619,-0.274061375,-0.269102082,-0.252969936,-0.151331327,-0.367953365,-3.024193356,-2.56437567,
Bahrain,BHR,,4.087925277,4.004568115,3.931106711,3.867603208,3.707281094,3.586385263,3.463329177,2.682762266,1.718490368,1.344390065,2.89399,5.104644141,5.594481584,5.513169777,5.421334209,5.304155547,5.167600739,5.014748578,4.850864783,4.674620874,4.222645099,3.787299842,3.728519734,3.781374276,3.832519632,3.86561599,3.873847363,3.847438179,3.782870495,3.669436384,-2.093646889,2.708184335,2.627170727,2.628727125,2.626597173,2.62998513,2.632135438,2.631059868,2.631230352,2.63247625,3.65143079,7.185758541,7.331378742,7.479326671,7.630047459,7.781704957,7.932982899,6.041563324,6.624012042,4.227971593,-2.697817688,1.235632385,3.675083915,4.871094366,4.248642683,3.925310101,5.400858773,0.244698632,-1.174926031,-0.656407183,2.290538119,1.477122597,3.517173321,
"Bahamas, The",BHS,,6.166834175,6.239318553,6.194865645,5.807446754,5.551589076,5.66668608,5.734716426,5.762111547,5.565486493,4.867964486,4.118046987,3.65968456,3.337203352,3.17188109,3.101580916,3.070979532,3.019178182,2.93566304,2.815671484,2.713852148,2.751519664,2.657215052,2.636211058,2.616100443,2.609181774,2.590031862,2.543728116,2.534080995,2.557532354,2.438842708,2.005989769,2.11561928,2.154948425,2.034328913,1.92987103,1.851912295,1.768066612,1.689569576,1.598042086,1.535257669,1.279217074,1.198429021,1.251008768,1.284270862,1.254193769,1.345494516,1.464588144,1.395304767,1.352018278,1.329360456,1.209554557,1.069001484,1.001161069,0.965926898,0.888340309,0.804637228,0.736468914,0.690302081,0.626154297,0.436411661,0.272739013,0.445687899,0.636692323,
Bosnia and Herzegovina,BIH,,5.347457977,5.505373532,5.292013648,5.156578284,5.024164588,4.924859915,4.81604133,4.677284596,4.516618001,4.377931205,4.183161659,3.757855996,3.713612062,3.678046789,3.641164297,3.592019517,3.51257971,3.438858565,3.373759997,3.337187161,2.916941558,1.769359091,1.774078999,1.74477773,1.6839596,1.604575334,1.511966233,1.415553908,1.299347208,1.184907577,1.052373229,-4.370764568,-7.345006237,-3.926557075,0.500199847,4.971782325,4.378871229,2.507110051,1.745543493,1.456838848,1.209785945,0.942069113,0.50537472,-0.171143753,-0.356660147,-0.095824796,-0.516588529,-0.942401364,-1.023527414,-1.074013434,-1.144957386,-1.237099691,-0.937466777,-0.595254603,-0.598578119,-0.57394142,-0.533809637,-0.455371357,-0.445221118,-0.583083763,-0.841074693,-0.40548617,0.237555721,
Belarus,BLR,,4.290394936,4.318184874,4.305112656,4.261350253,4.001715907,3.950848288,3.913818985,3.850582935,3.740763917,3.766881158,3.829677543,3.731063603,3.58848448,3.428537257,2.956732788,2.840800515,2.858801811,2.905062555,2.724313508,2.57266813,2.596348497,2.535575389,2.493859875,2.443882257,2.338506852,2.321905132,2.273549698,1.843037207,1.388502016,0.792058036,0.639994095,0.808537238,0.801717817,0.454953118,0.243991257,0.224119147,0.137704544,0.096940332,0.153373481,0.233049858,0.177758875,0.043790265,-0.031054239,-0.023414956,-0.035475954,0.024195365,0.166805782,0.270915781,0.357203605,0.45332816,0.454360842,0.51806668,0.622602358,0.702371856,0.767134236,0.707705043,0.497427219,0.37445941,0.367878413,0.130365174,-0.292441093,-0.285001725,-0.037888929,
Belize,BLZ,,1.931088953,1.962758023,2.154187573,2.306583226,2.391198024,2.44732566,2.475543299,2.442798997,2.254012191,1.721184673,1.387992135,1.198096126,1.097795768,1.050230137,1.388462235,1.741203702,1.757174241,1.738436207,1.79710981,2.031013497,2.146491251,2.108073982,2.03702163,1.977074997,1.923613625,1.873696425,1.836803851,1.819184184,1.815974713,1.792791123,1.732943951,1.63668673,1.581859094,1.677919047,2.048806395,2.519303101,2.879144239,3.033533945,2.980932076,2.862627098,3.061918664,2.988166554,2.952469367,2.916523262,2.880424497,2.832755367,2.778586728,2.71435303,2.637669838,2.373994584,2.178527103,2.190914757,2.213779726,2.229701167,2.258355062,2.518136228,2.535637935,2.13414138,1.772470359,1.629360524,1.535372551,2.272320684,2.513475867,
Bermuda,BMU,,2.144672093,2.555025552,2.45828921,2.332530817,2.239336791,2.23562621,1.999087461,1.781507914,1.773716739,1.581779088,0.922369545,0.371881654,0.270451895,0.207543328,0.137495901,0.152343008,0.210265538,0.204209789,0.160825857,0.291072134,0.601840769,0.719666525,0.714524311,0.71308035,0.68283079,0.613807161,0.670509137,0.768390169,0.755529475,0.749864005,0.735660173,0.726863524,0.697818107,0.640625867,0.559300649,0.480983674,0.606719088,0.764803092,0.796633731,0.694526489,0.513706697,0.443516923,0.391880239,0.270527854,0.249070108,0.19594574,0.279711571,0.45918852,0.417767525,0.251394586,0.012553155,-0.136600246,-0.113189762,-0.070808717,-0.102367856,-0.02363824,0.203106496,0.39714672,0.431459657,0.42805286,0.412307799,0.156108751,-0.078796732,
Bolivia,BOL,,2.847435519,2.863850448,2.885901068,2.908405855,2.921905516,2.946645201,2.973618503,2.999498889,3.010186657,3.014605745,3.013951298,3.009189134,3.006737015,3.014814775,3.018302796,3.036595562,4.262449379,4.615800449,4.554349566,4.491383377,4.412381269,4.340449965,4.266448633,4.214664046,4.145247781,4.093126256,4.057837472,4.030628203,3.981534348,3.929596735,3.870792865,3.726038124,2.914232085,2.854182042,2.797561981,2.745656177,2.689829191,2.637035289,2.606485454,2.567184335,2.523355576,2.435139831,2.413013415,2.41208809,2.403514454,2.415829442,2.410537498,2.381759124,2.348063264,2.318055773,2.288918788,2.256926025,2.142585624,2.05728176,2.024039925,1.992876015,1.957559219,1.931539007,1.906590633,1.734334867,1.520030976,1.666722735,1.874698621,
Brazil,BRA,,5.125266529,5.036272183,4.961924799,4.872990595,4.752828301,4.632413209,4.503561486,4.388685438,4.289300926,4.221540876,4.194465192,4.149836887,4.093251984,4.033015272,3.975692507,3.941971127,3.903857586,3.868098002,3.821176152,3.770277358,3.697041122,3.614175002,3.533484158,3.452020888,3.357627188,3.256759738,3.143066399,3.040473421,2.939586864,2.851009488,2.749343126,2.671691472,2.59207132,2.506579812,2.454151814,2.401793838,2.434715789,2.410732672,2.348738895,2.23613459,1.746994185,1.641585405,1.573917298,1.516015344,1.474486108,1.430679379,1.378534808,1.318039484,1.247256162,1.186532494,1.16418034,1.156032159,1.146721464,1.137888414,1.116370829,1.078598167,1.038079352,0.984230272,0.946124107,0.865727194,0.705193508,0.632380457,0.661693385,
Barbados,BRB,,1.167262374,1.083582221,1.184678458,1.203416622,1.215766103,1.254921026,1.047438466,0.780595137,0.557379725,0.289810329,0.599406648,0.884535999,0.948718084,0.860271687,0.837565475,0.780803444,0.743475256,0.640773129,0.55097109,0.581665796,-0.389391572,-0.363939519,-0.341210175,-0.332321282,-0.34553832,-0.392315973,-0.447782401,-0.524448186,-0.577618194,-0.573729775,-0.672843839,-0.641744732,-0.696558967,-0.76739189,-0.840902268,-0.912982569,-0.969492222,-1.001068759,-0.99111259,-1.129549931,-0.448844444,0.063435247,0.023777847,-0.023777847,-0.069101066,-0.114518327,-0.123736401,-0.078407758,-0.085295611,-0.195886449,-0.209978623,-0.176082553,-0.131692728,-0.075658577,-0.021791115,0.037844688,0.095121861,0.154523269,0.211367052,0.28037082,0.336318092,0.309185775,0.328522454,
Brunei Darussalam,BRN,,8.737643566,8.433517384,8.342641749,8.324742328,8.11248204,7.88762067,7.650321808,7.388988748,7.088861698,5.67604359,4.815806048,3.558246947,3.817997105,3.761483484,3.722723481,3.679378771,3.641344241,3.49216979,3.351229171,3.336909164,3.334021764,3.40293024,3.494276471,3.551589355,3.598169891,3.628867494,3.424703326,3.196512914,3.147371024,3.09496553,3.042088376,3.45851422,3.389363281,3.307697093,3.227300024,3.148695501,3.072788121,3.00170712,2.932832709,2.869497632,2.781494583,2.554512338,2.423183237,2.307479686,2.192999421,2.08740129,2.180920041,2.334913237,2.355478764,2.370999816,2.247285585,1.990822949,1.832033918,1.780213993,1.734556432,1.685541588,1.62801686,1.566634903,1.508565597,1.455872695,1.347938456,1.185577576,1.156546392,
Bhutan,BTN,,8.170236411,8.323978735,8.421888854,8.436390829,8.468232736,8.506945019,8.558489677,8.574795294,8.59573029,8.587964634,8.589733889,8.584645011,8.541486729,8.532579722,8.512618402,8.509759501,8.462028168,8.460409582,8.395851568,8.318459396,8.226147007,8.147278912,8.082168832,8.035266739,7.938680471,7.882716662,7.817047633,7.718956446,7.622405543,7.339453044,6.375058602,0.823384379,0.43171276,4.432619504,3.240100312,4.522065517,6.100672415,6.168346175,6.495066754,6.579828696,6.40003468,6.238844772,6.07537758,5.920200343,5.442456079,3.724902102,3.521256396,3.464615673,3.408346011,3.37180797,3.348609419,3.29262923,3.224784159,3.12762969,2.99926104,2.894624322,2.718181342,2.512446864,2.402804472,2.352867061,2.325467504,2.267340092,2.206747788,
